Nro,Nombre,Director,Niveles,Dependencia,Orientacion,Direccion,Region,Comuna,Telefono,Pagina
2604,ESCUELA PENABLANCA,TERESA ALEJANDRA ACEITUNO SCHURTER,1º Básico - 6º Básico,Público,1º Básico - 6º Básico,PENABLANCA S/N,Del Libertador Bernardo Ohiggins,Pumanque,2605245,
2607,ESCUELA MUNICIPAL DE RINCON LOS PERALES,CLAUDIA ELIZABETH PIÑEDA ARGOMEDO,1º Básico - 6º Básico,Público,1º Básico - 6º Básico,RINCON LOS PERALES S/N S/N,Del Libertador Bernardo Ohiggins,Pumanque,824049,Sin información
2609,ESCUELA MUNICIPAL DE PALMILLA DE RETO,ALEJANDRA DE LAS MERCEDES DÍAZ ABARCA,1º Básico - 6º Básico,Público,1º Básico - 6º Básico,PALMILLA DE RETO S/N S/N,Del Libertador Bernardo Ohiggins,Pumanque,824049,Sin información
2611,ESCUELA MARGOT LOYOLA PALACIOS,LUIS EDUARDO MÉNDEZ STAUB,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,PRESIDENTE ANIBAL PINTO POBLACIÓN PALMILLA LIMITADA 039,Del Libertador Bernardo Ohiggins,Palmilla,2928060,Sin información
2612,LICEO SAN JOSE DEL CARMEN,PEDRO PABLO ROA BECERRA,Pre-Kinder - IV Medio,Público,Pre-Kinder - IV Medio,AVENIDA CENTRAL S/N S/N,Del Libertador Bernardo Ohiggins,Palmilla,95238484,
2613,ESCUELA MUNICIPAL SANTA MATILDE,FRANCISCO JAVIER BECERRA VILCHES,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,SANTA MATILDE S/N S/N,Del Libertador Bernardo Ohiggins,Palmilla,42350423,
2615,ESCUELA JORGE ERRAZURIZ ECHEÑIQUE,JUAN MANUEL GÓMEZ SÁNCHEZ,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,"CAMINO A PICHIDEGUA, KM 21 LOS OLMOS DEL HUIQUE S/N",Del Libertador Bernardo Ohiggins,Palmilla,2350421,Sin información
2621,ESCUELA REBECA CADIZ VALENZUELA,VIVIANA ZULEMA RIVERA MARÍN,Pre-Kinder - 6º Básico,Público,Pre-Kinder - 6º Básico,LAS GARZAS S/N S/N,Del Libertador Bernardo Ohiggins,Palmilla,,Sin información
2622,ESCUELA MUNICIPAL VALLE HERMOSO,CARLOS VICENTE FERNÁNDEZ MUÑOZ,1º Básico - 4º Básico,Público,1º Básico - 4º Básico,VALLE HERMOSO S/N,Del Libertador Bernardo Ohiggins,Palmilla,4220701,Sin información
2624,ESCUELA MUNICIPAL LIHUEIMO,IRIS ELIZABETH FREDES ROMERO,Pre-Kinder - 6º Básico,Público,Pre-Kinder - 6º Básico,LIHUEIMO S/N S/N,Del Libertador Bernardo Ohiggins,Palmilla,2743662,Sin información
2625,LICEO BICENTENARIO VICTOR JARA MARTINEZ,JESSICA PAOLA UGALDE SILVA,I Medio - IV Medio,Público,I Medio - IV Medio,AV. ERRAZURIZ 251 251,Del Libertador Bernardo Ohiggins,Peralillo,2861241,
2626,COLEGIO MANUEL RODRIGUEZ ERDOIZA,PEDRO JORGE UGALDE PINO,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,CALLE RAQUEL VELASCO S/N S/N,Del Libertador Bernardo Ohiggins,Peralillo,53337870,Sin información
2627,ESCUELA GUSTAVO RIVERA BUSTOS,MARÍA ANGÉLICA GAETE SILVA,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,CAMINO A SANTA VICTORIA K 8 S/N,Del Libertador Bernardo Ohiggins,Peralillo,2861048,Sin información
2629,ESCUELA MUNICIPAL SARA RAVELLO PARRAGUEZ,SERGIO ESTEBAN OLMEDO GONZÁLEZ,1º Básico - 6º Básico,Público,1º Básico - 6º Básico,RINCONADA DE MOLINEROS S/N,Del Libertador Bernardo Ohiggins,Peralillo,96551212,Sin información
2633,ESCUELA MARTA VALDES ECHEÑIQUE,MARÍA ANTONIETA ROJAS LEÓN,1º Básico - 6º Básico,Público,1º Básico - 6º Básico,CALLEUQUE S/N,Del Libertador Bernardo Ohiggins,Peralillo,861048,Sin información
2634,ESCUELA PABLO NERUDA,MARTA MARISOL ROJAS ESPINOZA,1º Básico - 6º Básico,Público,1º Básico - 6º Básico,RINCONADA DE PERALILLO S/N,Del Libertador Bernardo Ohiggins,Peralillo,861048,Sin información
2635,LICEO AGUSTIN ROSS EDWARDS,SANTIAGO ALEXIS FOLCH CANO,I Medio - IV Medio,Público,I Medio - IV Medio,ANGEL GAETE 725 725,Del Libertador Bernardo Ohiggins,Pichilemu,2841319,
2636,ESCUELA PUEBLO DE VIUDAS,JOSÉ HERIBERTO CORNEJO POLANCO,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,PUEBLO DE VIUDAS 1810,Del Libertador Bernardo Ohiggins,Pichilemu,2842404,Sin información
2637,ESCUELA MUNICIPAL VILLA SAN PEDRO,HÉCTOR OMAR LABARCA PIÑA,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,CAMINO PUBLICO KM 20 EL POTRERO.PAREDONES. S/N,Del Libertador Bernardo Ohiggins,Paredones,823387,Sin información
2642,ESCUELA COGUIL,XIMENA GARCÍA VALLADARES,1º Básico - 6º Básico,Público,1º Básico - 6º Básico,SECTOR EL COGUIL S/N,Del Libertador Bernardo Ohiggins,Pichilemu,78256178,Sin información
2643,ESCUELA PADRE ALBERTO HURTADO C.,JOSÉ ENRIQUE ABARCA CASTRO,1º Básico - 6º Básico,Público,1º Básico - 6º Básico,SECTOR PAÑUL S/N S/N,Del Libertador Bernardo Ohiggins,Pichilemu,841023,Sin información
2646,ESCUELA LA AGUADA,HÉCTOR ROSAMEL PÉREZ LEÓN,1º Básico - 6º Básico,Público,1º Básico - 6º Básico,LA AGUADA S/N,Del Libertador Bernardo Ohiggins,Pichilemu,67279723,Sin información
2650,ESCUELA CAHUIL,LEILA MABEL REYES GONZÁLEZ,1º Básico - 8º Básico,Público,1º Básico - 8º Básico,CAHUIL S/N,Del Libertador Bernardo Ohiggins,Pichilemu,2841439,
2652,ESCUELA CIRUELOS,CARLOS EDMUNDO LEYTON LABARCA,1º Básico - 7º Básico,Público,1º Básico - 7º Básico,CIRUELOS S/N,Del Libertador Bernardo Ohiggins,Pichilemu,841017,Sin información
2654,COLEGIO LIBERTADORES,MARIO ERNESTO ROJAS SOTO,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,MILLACO/LOS AROMOS S/N,Del Libertador Bernardo Ohiggins,Pichilemu,2843146,Sin información
2656,COLEGIO DE LA PRECIOSA SANGRE,ELIZABETH CARMEN ARRIAGADA SANZANA,Pre-Kinder - IV Medio,Particular subvencionado,Pre-Kinder - IV Medio,URRIOLA 424,Del Libertador Bernardo Ohiggins,Pichilemu,2841993,
2657,LICEO MUNICIPAL PABLO NERUDA,JUAN DE LA CRUZ RÍOS OLIVARES,7º Básico - IV Medio,Público,7º Básico - IV Medio,JUAN MONTES 693 693,Del Libertador Bernardo Ohiggins,Navidad,2605270,
2658,COLEGIO MUNICIPAL DIVINA GABRIELA,CLAUDIO ALFREDO MENARES RAMOS,Pre-Kinder - 6º Básico,Público,Pre-Kinder - 6º Básico,JUAN MONTES 114 S/N,Del Libertador Bernardo Ohiggins,Navidad,220256,Sin información
2660,ESCUELA FRANCISCO CHAVEZ CIFUENTES,ALEJANDRA PATRICIA JERIA HIDALGO,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,IGNACIO CARRERA PINTO S/N S/N,Del Libertador Bernardo Ohiggins,Navidad,6471613,Sin información
2661,ESCUELA MUNICIPAL EL MANZANO,DIVA TEGUALDA CARREÑO CARREÑO,1º Básico - 6º Básico,Público,1º Básico - 6º Básico,CAMINO PUBLICO EL MANZANO K.25 S/N,Del Libertador Bernardo Ohiggins,Navidad,93277261,Sin información
2664,ESCUELA BASICA CONFEDERACION HELVETICA,JOSÉ WLADIMIR MENARES RAMOS,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,"CAMINO PRINCIPAL, PUPUYA CENTRO KM 14 S/N",Del Libertador Bernardo Ohiggins,Navidad,29298910,
2666,ESCUELA MUNICIPAL LA BOCA DE RAPEL,ADELA ERCILIA MONTECINOS NÚÑEZ,1º Básico - 6º Básico,Público,1º Básico - 6º Básico,LOS PESCADORES S/N S/N,Del Libertador Bernardo Ohiggins,Navidad,220256,Sin información
2673,ESCUELA MUNICIPAL PADRE ALBERTO HURTADO,ROSA ORFILIA ABARCA CABELLO,1º Básico - 6º Básico,Público,1º Básico - 6º Básico,CAMINO PUBLICO KM. 18 S/N,Del Libertador Bernardo Ohiggins,Navidad,220256,Sin información
2678,ESCUELA MUNICIPAL MARIA WILLIAMS,JUAN MANUEL LUENGO RAMÍREZ,1º Básico - 6º Básico,Público,1º Básico - 6º Básico,CAMINO PUBLICO KM. 22 S/N,Del Libertador Bernardo Ohiggins,Navidad,90475427,Sin información
2681,LICEO BICENTENARIO EL ROSARIO,PAULA ANDREA REVECO SALVO,I Medio - IV Medio,Público,I Medio - IV Medio,HERMANOS CARRERA 751,Del Libertador Bernardo Ohiggins,Litueche,2851236,Sin información
2682,ESCUELA MUNICIPAL QUELENTARO,GLORIA DEL CARMEN MUÑOZ CASTRO,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,QUELENTARO.CARRETERA TRAMO LITUECHE MELIPILLA KILOMETRO 26 S/N,Del Libertador Bernardo Ohiggins,Litueche,71410426,Sin información
2685,ESCUELA MUNICIPAL MATANCILLA,NELSON AUGUSTO QUIROZ QUEVEDO,1º Básico - 6º Básico,Público,1º Básico - 6º Básico,"MATANCILLA, CAMINO PULIN SAN RAFAEL, KILOMETRO 4 S/N",Del Libertador Bernardo Ohiggins,Litueche,63332452,Sin información
2686,ESCUELA MUNICIPAL PULIN,LUIS ENRIQUE CONTRERAS SEVERINO,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,PULIN S/N,Del Libertador Bernardo Ohiggins,Litueche,2851360,Sin información
2687,ESCUELA MUNICIPAL PASO DEL SOLDADO,YESSENIA ANDREA BECERRA DONOSO,1º Básico - 6º Básico,Público,1º Básico - 6º Básico,"PASO DEL SOLDADO, CAMINO A TOPOCALMA, KILOMETRO 18 S/N",Del Libertador Bernardo Ohiggins,Litueche,851360,Sin información
2692,ESCUELA MUNICIPAL MANQUEHUA,PAULINA MARÍA VIDAL ABARCA,1º Básico - 6º Básico,Público,1º Básico - 6º Básico,"MANQUEHUA, CAMINO LITUECHE MANQUEHUA, KILOMETRO 5. S/N",Del Libertador Bernardo Ohiggins,Litueche,851360,Sin información
2694,ESCUELA PROF. MONICA SILVA GOMEZ,NELSON HERNÁN PINO ATENAS,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,ARTURO PRAT 157,Del Libertador Bernardo Ohiggins,La Estrella,89023658,
2698,ESCUELA MUNICIPAL GUADALAO,MARÍA ALEJANDRA LEÓN PALMA,1º Básico - 6º Básico,Público,1º Básico - 6º Básico,GUADALAO S/N,Del Libertador Bernardo Ohiggins,La Estrella,68314856,Sin información
2700,ESCUELA MUNICIPAL LA AGUADA,GEMA DEL CARMEN PINO ARIAS,Pre-Kinder - 6º Básico,Público,Pre-Kinder - 6º Básico,CAMINO ALCONES; SECTOR LA AGUADA. S/N,Del Libertador Bernardo Ohiggins,La Estrella,2957520,Sin información
2701,LICEO MUNICIPAL INSTITUTO CARDENAL CARO,VERÓNICA ANGÉLICA VILCHES MORAGA,8º Básico - IV Medio,Público,8º Básico - IV Medio,LIBERTAD 1385,Del Libertador Bernardo Ohiggins,Marchihue,,Sin información
2702,ESCUELA MUNICIPAL LA QUEBRADA,JUAN CARLOS ESCOBAR SOTO,1º Básico - 6º Básico,Público,1º Básico - 6º Básico,LA QUEBRADA S/N,Del Libertador Bernardo Ohiggins,Marchihue,92262631,Sin información
2703,ESCUELA MUNICIPAL EL SAUCE,CRISTINA MAGALY ROMERO RODRÍGUEZ,1º Básico - 6º Básico,Público,1º Básico - 6º Básico,RUTA 90. KM. 84. ALCONES. S/N,Del Libertador Bernardo Ohiggins,Marchihue,93260590,Sin información
2704,ESCUELA RENÉ CARVAJAL MADARIAGA,GONZALO DEL CARMEN CERÓN PEÑA,1º Básico - 6º Básico,Público,1º Básico - 6º Básico,LOS MAITENES S/N,Del Libertador Bernardo Ohiggins,Marchihue,88425272,Sin información
2705,ESCUELA TRINIDAD,MARÍA CRISTINA GALLARDO YÁÑEZ,1º Básico - 6º Básico,Público,1º Básico - 6º Básico,TRINIDAD S/N,Del Libertador Bernardo Ohiggins,Marchihue,831072,Sin información
2706,ESCUELA MUNICIPAL LO MARCHANT,CRISTIAN ANDRÉS NÚÑEZ SMITH,1º Básico - 6º Básico,Público,1º Básico - 6º Básico,RUTA I 660 KM 09 SECTOR LO MARCHANT S/N,Del Libertador Bernardo Ohiggins,Marchihue,94507731,Sin información
2707,ESCUELA MUNICIPAL NOBELES DE CHILE,VALENTÍN FELIPE SOTO CORNEJO,Kinder - 8º Básico,Público,Kinder - 8º Básico,RUTA 90 KM. 90 S/N,Del Libertador Bernardo Ohiggins,Marchihue,962904261,Sin información
2708,ESCUELA MUNICIPAL PAILIMO,JAIME ARTURO RAMÍREZ MUÑOZ,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,PAILIMO S/N,Del Libertador Bernardo Ohiggins,Marchihue,90445262,Sin información
2711,ESCUELA MUNICIPAL SAN MIGUEL VILUCO,MARÍA RITA DEL CARMEN RENGIFO GONZÁLEZ,1º Básico - 6º Básico,Público,1º Básico - 6º Básico,SAN MIGUEL DE VILUCO S/N,Del Libertador Bernardo Ohiggins,Marchihue,831059,Sin información
2714,ESCUELA UNION DE MUJERES AMERICANAS,PAULINA ELIZABETH ARAVENA CORNEJO,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,CELEDONIO PASTENE S/Nº S/N,Del Libertador Bernardo Ohiggins,Paredones,2837132,
2715,ESC.BASICA MERCEDES URZUA DIAZ,ALICIA IRIS MUÑOZ PÉREZ,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,AVDA. DOCTOR MOORE N° 76 76,Del Libertador Bernardo Ohiggins,Paredones,91904241,Sin información
2716,ESCUELA MUNICIPAL SAN PEDRO DE ALCANTARA,JOSÉ DEL CARMEN MUÑOZ MENDOZA,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,CALLE SAN FRANCISCO 40. SAN PEDRO DE ALCANTARA 40,Del Libertador Bernardo Ohiggins,Paredones,2821566,Sin información
2717,ESCUELA MUNICIPAL ALBERTINA VALENZUELA,DOMINGO CÉSAR TEJOS GUAJARDO,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,CAMINO PUBLICO KM 25 CUTEMU S/N S/N,Del Libertador Bernardo Ohiggins,Paredones,74253206,Sin información
2719,ESCUELA LUIS ARTEMON PEREZ A.,PAULA BERNARDITA MUÑOZ VENEGAS,1º Básico - 6º Básico,Público,1º Básico - 6º Básico,CAMINO PUBLICO EL PERAL KM. 16 S/N,Del Libertador Bernardo Ohiggins,Paredones,823387,Sin información
2721,ESCUELA SANTA ANA DE LA POBLACION,MARÍA MÓNICA VERGARA GUERRA,1º Básico - 6º Básico,Público,1º Básico - 6º Básico,LA POBLACION KM. 08 S/N,Del Libertador Bernardo Ohiggins,Paredones,94326176,Sin información
2722,ESCUELA LOS COPIHUES DEL CALVARIO,ALEJANDRA ESTER OLIVARES FUENTES,1º Básico - 6º Básico,Público,1º Básico - 6º Básico,CAMINO PUBLICO KM. 11 S/N,Del Libertador Bernardo Ohiggins,Paredones,2 250576,Sin información
2723,ESCUELA MUNICIPAL LOS BRIONES,PATRICIA DEL CARMEN AHUMADA PASTENE,1º Básico - 6º Básico,Público,1º Básico - 6º Básico,CAMINO PUBLICO KM. 21 S/N,Del Libertador Bernardo Ohiggins,Paredones,2250576,Sin información
2724,ESCUELA MUNICIPAL EL CARDAL,MARÍA MÓNICA MUÑOZ LEIVA,1º Básico - 6º Básico,Público,1º Básico - 6º Básico,EL CARDAL S/N,Del Libertador Bernardo Ohiggins,Paredones,28696014,
2725,ESCUELA MUNICIPAL LO VALDIVIA,MARÍA YESICA ASTETE JORQUERA,Pre-Kinder - 6º Básico,Público,Pre-Kinder - 6º Básico,CAMINO LO VALDIVIA KM. 18 S/N,Del Libertador Bernardo Ohiggins,Paredones,823387,Sin información
2727,ESCUELA MUNICIPAL ESMERALDA,LUZ PAMELA MARÍN MALDONADO,1º Básico - 6º Básico,Público,1º Básico - 6º Básico,CAMINO A CABECERAS KM. 12 S/N,Del Libertador Bernardo Ohiggins,Paredones,823387,Sin información
2728,ESCUELA LAS CARMELITAS,UDELIA DEL CARMEN REYES FREDES,Pre-Kinder - 6º Básico,Público,Pre-Kinder - 6º Básico,CAMINO A PAREDONES KM.12 S/N,Del Libertador Bernardo Ohiggins,Paredones,823387,Sin información
2732,LICEO FERNANDO LAZCANO,ENRIQUE MAURICIO CONTARDO JOFRÉ,I Medio - IV Medio,Público,I Medio - IV Medio,YUNGAY 517,Del Maule,Curicó,2282133,
2733,COLEGIO DEPORTIVO LUIS CRUZ MARTINEZ,LUCEDITH DEL CARMEN MUÑOZ LLANOS,7º Básico - IV Medio,Público,7º Básico - IV Medio,ESTADO 176,Del Maule,Curicó,2310021,
2734,COLEGIO ALESSANDRI,RAÚL PATRICIO OLAVE MIÑO,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,AVENIDA ALESSANDRI 1700 S/N,Del Maule,Curicó,2381502,
2735,ESCUELA PRESIDENTE J.M.BALMACEDA,MARÍA VERÓNICA WISTUBA OLAVARRÍA,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,AVENIDA EL BOLDO 1500,Del Maule,Curicó,2382138,
2736,ESCUELA PALESTINA,KAREN PATRICIA PÉREZ SAAVEDRA,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,AVENIDA MANUEL RODRIGUEZ 482,Del Maule,Curicó,2310877,
2737,COLEGIO POLIVALENTE JAPÓN,EDUARDO ALFONSO SANDOVAL ACEVEDO,Pre-Kinder - IV Medio,Público,Pre-Kinder - IV Medio,"AVENIDA BALMACEDA, LOS AROMOS S/N S/N",Del Maule,Curicó,2318285,
2738,ESCUELA REPUBLICA DE BRASIL,MARCELA ANDREA MORAGA SAN MARTÍN,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,CARMEN 1080,Del Maule,Curicó,2310525,
2740,ESCUELA GRECIA,MILLY YANINA ÁLVAREZ PAREJA,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,YUNGAY 0249,Del Maule,Curicó,2311535,
2741,ESCUELA ERNESTO CASTRO ARELLANO,CLAUDIO ANDRÉS HERNÁNDEZ RIVERA,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,CARMEN 1030 1030,Del Maule,Curicó,2310502,
2742,COLEGIO URUGUAY,GERARDO ANDRÉS ALVARADO ROJAS,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,AVDA. DIEGO PORTALES 1480,Del Maule,Curicó,2326516,
2744,ESCUELA ESPANA,CLAUDIO ENRIQUE RUZ AGUILERA,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,VILLOTA 211,Del Maule,Curicó,2310595,
2745,ESCUELA CATALUNA,YOSSEF SEGUNDO ROJAS BUSTAMANTE,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,MEMBRILLAR ESQUINA MERINO JARPA S/N . S/N,Del Maule,Curicó,2319283,
2748,ESCUELA REPUBLICA ARGENTINA,ROBERTO DEL CARMEN SÁNCHEZ SÁNCHEZ,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,GUAIQUILLO S/Nº S/N,Del Maule,Curicó,2310878,
2749,COLEGIO LOS CONQUISTADORES,SERGIO ALEX FARFÁN ASPEE,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,"POBLACION AGUAS NEGRAS, MATAQUITO 915",Del Maule,Curicó,2318597,Sin información
2750,ESCUELA MARIA INES RODRIGUEZ,LEILIAN ARACELY AVACA NOVOA,1º Básico - 8º Básico,Público,1º Básico - 8º Básico,AVDA. CERRO CONDELL S/N S/N,Del Maule,Curicó,383245,
2753,ESCUELA REPUBLICA ESTADOS UNIDOS,PAZ LORETO SANTANA FLORES,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,KM 10 CAMINO LOS NICHES S/N,Del Maule,Curicó,2371099,
2754,ESCUELA INTERNADO POTRERO GRANDE,MARCO ANTONIO RAMOS CORDERO,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,CAMINO LOS NICHES KM 27 POTRERO GRANDE S/N,Del Maule,Curicó,79752965,Sin información
2755,ESCUELA MARIA OLGA FIGUEROA LEYTON,JORGE SEBASTIÁN OLIVARES PARRA,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,CAMINO PRINCIPAL S/N S/N,Del Maule,Curicó,2351148,
2756,ESCUELA DIEGO PORTALES P.,ANGELINA MACKARENA SAN MARTÍN ROMÁN,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,CORDILLERILLA S/N,Del Maule,Curicó,2396715,Sin información
2758,COLEGIO MULTICULTURAL RAYEN MAPU,ANGELA ANDREA CAMPOS HERNÁNDEZ,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,TUTUQUEN BAJO S/N (CASILLA Nº 64 - CURICO) S/N,Del Maule,Curicó,2312616,
2759,ESCUELA EL MAITENAL,SUGAR RAY FERMIN BAZALAR,Pre-Kinder - 6º Básico,Público,Pre-Kinder - 6º Básico,TUTUQUEN ALTO S/N S/N,Del Maule,Curicó,332989,
2761,ESCUELA LA OBRA,JORGE ANTONIO ROJAS CHAPARRO,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,CAMINO LOS CASTANOS S/N S/N,Del Maule,Curicó,2336665,
2762,ESCUELA EL PORVENIR,CLAUDIO ANDRÉS DÍAZ ROJAS,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,EL PORVENIR S/N,Del Maule,Curicó,2310073,Sin información
2763,ESCUELA REPUBLICA DE ITALIA,RODRIGO ALEJANDRO LOBOS NAVARRO,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,LOS NICHES LAS PIEDRAS S/N,Del Maule,Curicó,77621037,Sin información
2764,ESCUELA ISLA DE MARCHANT,NELSON EDUARDO DÍAZ ESPINOZA,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,ISLA DE MARCHANT S/N,Del Maule,Curicó,2333680,Sin información
2765,ESCUELA RAMON FREIRE,ROXANA ALEJANDRA YÁÑEZ VILLARROEL,Pre-Kinder - 6º Básico,Público,Pre-Kinder - 6º Básico,POTRERO GRANDE S/N,Del Maule,Curicó,2310380,Sin información
2766,ESCUELA VICTOR VERGARA CAMPOS,PATRICIA JACQUELINE RIVAS SILVA,Pre-Kinder - 6º Básico,Público,Pre-Kinder - 6º Básico,RINCON DE SARMIENTO S/N,Del Maule,Curicó,96761918,Sin información
2767,ESCUELA LOS CRISTALES,MARÍA INÉS JARA CARVAJAL,Pre-Kinder - 6º Básico,Público,Pre-Kinder - 6º Básico,LOS CRISTALES PISCICULTURA S/N,Del Maule,Curicó,2326195,Sin información
2768,ESCUELA JOSE D. MORALES DIAZ,ELIZABETH ANDREA LEIVA MORALES,1º Básico - 6º Básico,Público,1º Básico - 6º Básico,CAMINO PUBLICO UPEO S/N,Del Maule,Curicó,89629654,Sin información
2771,ESCUELA PABLO NERUDA,MASSIEL DEL CARMEN GARRIDO NAVARRO,Pre-Kinder - 6º Básico,Público,Pre-Kinder - 6º Básico,CHEQUENLEMU C/N S/N,Del Maule,Curicó,2571658,Sin información
2776,ESCUELA EL MAITEN,KAREN ANGÉLICA VERGARA BAEZA,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,"CAMINO PÚBLICO LOS CASTAÑOS, SECTOR EL MAITÉN-LOS NICHES S/N",Del Maule,Curicó,1975005,
2780,ESCUELA HOLANDA,LUIS ALBERTO VALDIVIA VALENZUELA,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,"CAMINO PUBLICO S/N LOS GUINDOS, KILOMETRO 12, ENTRAR POR ISLA DE MARCHANT S/N",Del Maule,Curicó,99601975,Sin información
2782,COLEGIO SAN RAMON NONATO,ROXANA MARÍA GAETE MARTÍNEZ,Pre-Kinder - IV Medio,Particular subvencionado,Pre-Kinder - IV Medio,AVENIDA SAN MARTIN 570 570,Del Maule,Curicó,2576000,
2785,C.EDUC.MONS.MANUEL LARRAIN ERRAZURIZ.,MAURICIO LEONARDO MORA RETAMAL,Pre-Kinder - IV Medio,Particular subvencionado,Pre-Kinder - IV Medio,PADRE HURTADO 770,Del Maule,Curicó,2229612,
2787,COLEGIO SANTO TOMAS DE CURICO,ANDREA CAROLINA DEL CARMEN WOLLETER BARRÍA,Pre-Kinder - IV Medio,Particular subvencionado,Pre-Kinder - IV Medio,YUNGAY 331,Del Maule,Curicó,2552051,
2793,INSTITUTO POLITECNICO BICENTENARIO JUAN TERRIER DAILLY,ÁLVARO ENRIQUE BASUALTO MORENO,I Medio - IV Medio,Particular subvencionado,I Medio - IV Medio,YUNGAY 1154,Del Maule,Curicó,2310201,
2794,LICEO TENO,JUAN ANTONIO FARÍAS CATALÁN,I Medio - IV Medio,Público,I Medio - IV Medio,DR. FAUNDEZ 380,Del Maule,Teno,2411350,
2795,ESCUELA TENO,MIGUEL IGNACIO URBINA MORAGA,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,LAUTARO 390,Del Maule,Teno,56490435,Sin información
2796,ESCUELA COMALLE,FRANCISCO RIGOBERTO ZÚÑIGA NÚÑEZ,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,PUEBLO COMALLE. S/N,Del Maule,Teno,51886597,Sin información
2799,ESCUELA LA PURISIMA,MARÍA MAGDALENA TOLEDO MIRA,Pre-Kinder - 8º Básico,Particular subvencionado,Pre-Kinder - 8º Básico,KM. 4 CAMINO LA MONTANA S/N,Del Maule,Teno,98210255,
2800,ESCUELA MORZA,SERGIO IVÁN ESCOBAR ÓRDENES,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,MORZA S/N TENO S/N,Del Maule,Teno,2552820,Sin información
2801,ESCUELA MONTERILLA,FREDY ALIRO ROJAS FLORES,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,LONG.SUR KM.165 MONTERILLA S/N,Del Maule,Teno,56386135,Sin información
2802,ESCUELA SUSANA MONTES VELASCO,CRISTIAN PABLO ALIAGA SILVA,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,"CAMINO LA MONTANA KM.11, SANTA SUSANA S/N",Del Maule,Teno,75281251,Sin información
2803,ESCUELA LAS ARBOLEDAS,JAIME RENÉ HERRERA POBLETE,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,RUTA J-40 KILOMETRO 5.5 CAMINO A COMALLE S/N,Del Maule,Teno,88195580,Sin información
2804,ESC. MANUEL RODRIGUEZ ERDOIZA,MARÍA TERESA ALCAÍNO PONCE,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,CAMINO LA MONTAÑA SECTOR LA LAGUNA KM 17 393,Del Maule,Teno,65945701,Sin información
